application_id,seat_allotted,paper,quota,choice_no,auto_upgrade,is_provisional,status_id
M104P98,1302,MA,GEN,1,f,t,2
M102N87,1206,MA,OBC,2,t,t,2
M106Z20,2302,CY,GEN,10,t,t,2
M111M83,1603,MA,ST,1,t,t,2
M103X12,1604,PH,OBC,5,f,t,2
M102S38,2002,MA,GEN,3,t,t,2
M103H82,1301,CY,SC,1,f,t,2
M102E67,1103,MA,GEN,1,f,t,3
M110T73,1301,CY,SC,1,f,t,2
M108Y15,2101,CY,GEN,10,t,t,3
M103J31,1201,GG,GEN,1,f,t,2
M107D94,1805,PH,GEN,4,t,t,2
M107K60,1201,GG,GEN,1,f,t,2
M110T98,1501,CY,GEN,1,f,t,2
M109W77,1201,GG,OBC,1,f,t,2
M106D33,1802,BT,GEN,2,t,t,2
M101B64,2101,CY,SC,5,f,t,2
M102Y56,1210,BT,GEN,1,f,t,2
M102E23,1301,CY,OBC,1,f,t,2
M118J67,1502,MA,SC-PwD,3,f,f,2
M103M70,1504,MS,OBC,1,t,t,2
M116J70,1301,CY,OBC,1,f,t,2
M102N74,1901,CY,OBC,6,t,t,2
M102Z89,2101,CY,GEN,7,f,t,2
M103G41,1703,PH,GEN,3,t,t,2
M104B69,1103,MA,GEN,1,f,t,2
M107G79,1302,MA,GEN,2,f,t,2
M113Z20,1303,PH,SC,3,t,t,2
M104N74,1401,CY,GEN,5,t,t,2
M107V21,1701,CY,OBC,3,t,t,2
M101G31,1403,PH,GEN,2,f,t,2
M108R24,1702,MA,GEN,2,t,t,2
M106H24,2401,CY,GEN,12,t,f,2
M112N86,2301,MA,OBC,4,t,t,2
M107H38,1904,GG,OBC,4,t,t,2
M105S98,1401,CY,GEN,5,t,t,2
M103H42,1402,MA,GEN-PwD,2,t,t,2
M107E16,1302,MA,GEN,1,f,t,2
M107W39,1903,PH,GEN,9,t,t,2
M104K10,1303,PH,GEN,2,t,t,2
M102F82,1401,CY,OBC,4,t,t,2
M108V80,1504,MS,GEN,1,f,t,2
M105Z54,1205,CY,GEN,1,f,t,2
M107V32,1401,CY,GEN,1,f,t,2
M111F58,1302,MA,ST,1,t,t,2
M110V70,1701,CY,GEN,5,t,t,2
M106Q11,2003,PH,GEN,7,t,t,2
M102Y61,1803,CY,GEN,4,t,t,2
M105J19,1205,CY,SC,2,t,t,2
M116Q55,2401,CY,GEN,7,t,t,2
M106U53,2101,CY,GEN,4,t,f,2
M111H64,1504,MS,GEN,1,f,t,2
M110T93,1501,CY,GEN,1,t,t,2
M101Z24,1205,CY,GEN,1,f,t,2
M110U10,1205,CY,SC,1,t,t,2
M108Q99,1502,MA,SC,2,t,t,2
M102Z69,1702,MA,SC,4,t,t,2
M108W31,2002,MA,OBC,5,t,t,2
M114W65,1703,PH,OBC,2,t,t,2
M103N75,2201,CY,SC,11,t,t,2
M106T10,1302,MA,OBC,1,f,t,2
M111Y49,1902,MA,GEN,6,t,t,2
M102G34,1207,PH,OBC,2,t,t,2
M101G58,1303,PH,GEN,3,t,f,2
M102V97,1605,PH,OBC,4,t,t,2
M104D19,1601,CY,GEN,3,t,t,2
M102S94,1504,MS,GEN,1,f,t,2
M104F60,1402,MA,OBC,6,t,t,2
M106C33,1801,GG,GEN,2,t,t,2
M104X96,1604,PH,GEN,1,f,t,2
M105M96,1904,GG,GEN,4,t,t,2
M103J46,1201,GG,GEN,1,t,t,2
M101S36,1702,MA,OBC,5,t,t,2
M103P53,1302,MA,GEN,3,f,f,2
M101Y44,1702,MA,OBC,3,t,t,2
M109N97,1302,MA,GEN,1,f,f,2
M118M89,1203,MS,GEN,1,f,t,2
M108Q16,1402,MA,GEN,6,t,t,2
M104T46,1803,CY,OBC,2,t,t,2
M106Q39,1403,PH,GEN,7,t,t,2
M111U85,1402,MA,OBC,5,t,t,2
M101W39,2201,CY,SC,14,t,t,2
M106S91,1102,CY,OBC,1,f,t,2
M116Q65,1103,MA,GEN,2,t,t,2
M104N83,1205,CY,SC,1,f,t,2
M106R37,1503,PH,OBC,1,f,t,2
M106K59,2002,MA,GEN,10,t,t,2
M105A13,1403,PH,GEN,6,t,t,2
M110X50,1403,PH,GEN,3,f,t,2
M108S51,1208,GG,GEN,1,f,t,2
M102R83,1605,PH,ST,1,f,t,2
M101F44,2002,MA,GEN,7,f,t,2
M112T98,1303,PH,GEN,3,t,t,2
M110W54,1401,CY,GEN,5,t,t,2
M105M56,1802,BT,GEN,2,t,t,2
M104S14,1203,MS,SC,1,f,t,2
M111F39,1703,PH,SC,6,f,t,2
M117U51,1403,PH,OBC,2,t,t,2
M105H64,1201,GG,GEN,1,f,t,2
M107H52,1702,MA,GEN,4,t,t,2
M112K35,2002,MA,ST,6,t,t,2
M105N49,1214,MA,GEN,2,f,t,2
